1;Sheet;Zielgruppe;Thema;;Unipark Seiten;;Seite neues Layout;Nummer neues Layout;eigene Nummer;lfd Nummer;Trust 1 v1;;Zielgruppe2;Unipark;;INESkey;;Match;Scorecard;KI;Seite;Frage;Fragetyp;Skala min;Skala max;Wert1;Wert2;Wert3;Wert4;Wert5;;Code1Bemerkung;Codierung2;Codeierung3;Schluessel;;MGT;;;;;Vignette;;ScheetE;Unipark SeitenE;eigene NummerE;lfd NummerE;Trust 1 v1E;UniparkE;EE;FrageEnglisch;;Codierung1E;Codierung2E;Codierung3E;SchluesselE;VignE;MA;;;;;
243;Fragen Mgt  qual und quant d;Management;;;;;5;;12;43;18;;MM;v_77;v_19;2330;;Match MA;;;;zwischen Akademikern und Nicht-Akademikern ist…;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_6;;;;;;;;;Fragen Mgt  qual und quant e;;12;v_19;18;43;v_77;between academics and non-academics is…;;;1.3;1.3.1;ETNO_6;;;;;v_19;120;80
244;Fragen Mgt  qual und quant d;Management;;;;;5;;13;44;18;;MM;v_78;v_20;2340;;Match MA;;;;zwischen Produktion und Verwaltung ist…;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_7;;;;;;;;;Fragen Mgt  qual und quant e;;13;v_20;18;44;v_78;between production and administration is…;;;1.3;1.3.1;ETNO_7;;;;;v_20;130;80
245;Fragen Mgt  qual und quant d;Management;;;;;5;;14;45;19;;MM;v_79;v_21;2350;;Match MA;;;;zwischen Forschung und Entwicklung und Produktion ist;;sehr schlecht;sehr gut;1;2;3;4;5;;;1.3;1.3.1;ETNO_8;;;;;;;;;Fragen Mgt  qual und quant e;;14;v_21;19;45;v_79;between research&development and production ;;;1.3;1.3.1;ETNO_8;;;;;v_21;140;80
246;Fragen Mgt  qual und quant d;Management;;;;;6;19;7;46;21;;MM;v_85;v_14;2360;;Match MA;;;;Finden in Ihrem Unternehmen gemeinsame Aktionen statt – wie z.B. gemeinsames Abendessen, Ausflüge oder Veranstaltungen?;;Überhaupt nicht;Sehr häufig;1;2;3;4;5;;;1.3;1.3.1;ETNO_9;;;;;;;;;Fragen Mgt  qual und quant e;;7;v_14;21;46;v_85;Do you have social events in your company - like company dinner, trips or events? ;;;1.3;1.3.1;ETNO_9;;;;;v_14;70;
247;;;;;;;;20;;;;;;;;;;;;;20;Wie zeigt sich in Ihrem Unternehmen die Beteiligung von Mitarbeitenden z.B. bei Entscheidungen? Werden die Mitarbeitenden aktiv eingebunden?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Fragen Mgt  qual und quant d;Management;;;ECU;;6;21;123;47;21;;MM;v_87;v_132;2370;;Match MA;;;21;Inwieweit entspricht die alltägliche Praxis in Ihrem Unternehmen folgenden Aussagen zum Thema transparente Führung und Mitarbeitendenbeteiligung?;;;;;;;;;;;;;;;;;;;;;;Fragen Mgt  qual und quant e;ECU;123;v_132;21;47;v_87;In how far does the practical experience support the following statements in terms of transparent leadership and employee participation;;;;;;;;;;v_132;1260;
249;Fragen Mgt  qual und quant d;Management;;;TRUST;;6;;124;48;21;;MM;v_88;v_133;2380;;Match MA;;;;Im Unternehmen herrscht Lohntransparenz;;Trifft gar nicht zu;Trifft voll zu;1;2;3;4;5;;;1.2;;ETC;;;;;;;;;Fragen Mgt  qual und quant e;TRUST;124;v_133;21;48;v_88;salary is transparent within the company;;;1.2;;ETC;;;;;v_133;1270;1260
250;Fragen Mgt  qual und quant d;Management;;;;;6;;125;49;21;;MM;v_89;v_134;2390;;Match MA;;;;Das Management stellt sich regelmäßig der Bewertung durch die Beschäftigten (z.B.  anonyme Mitarbeitendenbefragungen);;Trifft gar nicht zu;Trifft voll zu;1;2;3;4;5;;;2.4;2.4.1;EESM_1;;;;;;;;;Fragen Mgt  qual und quant e;;125;v_134;21;49;v_89;management is regularly evaluated by employees ;;;2.4;2.4.1;EESM_1;;;;;v_134;1280;1260
251;Fragen Mgt  qual und quant d;Management;;;;;6;;126;50;21;;MM;v_90;v_135;2400;;Match MA;;;;Bei wichtigen Entscheidungen werden die Beschäftigten regelmäßig am Entscheidungsprozess beteiligt;;Trifft gar nicht zu;Trifft voll zu;1;2;3;4;5;;;1.4;1.4.3;ETDA_3;;;;;;;;;Fragen Mgt  qual und quant e;;126;v_135;21;50;v_90;employees are involved regularly in important decisions ;;;1.4;1.4.3;ETDA_3;;;;;v_135;1290;1260
252;Fragen Mgt  qual und quant d;Management;;;;;6;;127;51;21;;MM;v_92;v_136;2410;;Match MA;;;;Mit jedem Mitarbeiter/Mitarbeiterin wird gemeinsam ein Qualifizierungsplan (Fort-und Weiterbildung) entwickelt;;Trifft gar nicht zu;Trifft voll zu;1;2;3;4;5;;;2.4;2.4.3.3.;EESI_5;;;;;;;;;Fragen Mgt  qual und quant e;;127;v_136;21;51;v_92;together with each employee a qualification plan is developed ;;;2.4;2.4.3.3.;EESI_5;;;;;v_136;1300;1260
253;Fragen Mgt  qual und quant d;Management;;;;;7;22;108;52;22;;MM;v_93;v_116;2420;;Match MA;;;22;Wie gut kümmern Sie sich um Ihre Mitarbeitenden? Sehen und sprechen Sie sie regelmäßig?;;Ganz selten;Sehr häufig;1;2;3;4;5;;Haben Sie das Gefühl, dass sich Ihr Unternehmen um Sie als Person kümmert?;2.2;2.2.1.5;EEOC_1;;;;;;;;;Fragen Mgt  qual und quant e;;108;v_116;22;52;v_93;Do you care about your employees? Do you see them and talk to them regularly?;;Haben Sie das Gefühl, dass sich Ihr Unternehmen um Sie als Person kümmert?;2.2;2.2.1.5;EEOC_1;;;;;v_116;1090;
254;Fragen Mgt  qual und quant d;Management;;;Trust;;7;23;21;53;23;;MM;v_94;v_29;2430;;Match MA;;;23;Sind die Türen zu Ihrem Büro für jeden geöffnet?;;Trifft überhaupt nicht zu;Trifft völlig zu;1;2;3;4;5;;;1.3;1.3.2.2;ETNC_3;;;;;;;;;Fragen Mgt  qual und quant e;Trust;21;v_29;23;53;v_94;Are the doors to your office open to everybody?;;;1.3;1.3.2.2;ETNC_3;;;;;v_29;210;
255;Fragen Mgt  qual und quant d;Management;;;;;7;24;20;54;24;;MM;v_95;v_28;2440;;Match MA;;;24;Können Ihre Mitarbeitenden mit Beschwerden oder anderen Anliegen zu Ihnen kommen?;;Nie;Immer;1;2;3;4;5;;;1.3;1.3.2.2;ETNC_4;;;;;;;;;Fragen Mgt  qual und quant e;;20;v_28;24;54;v_95;Are your employees allowed to contact you with concerns or other important issues?;;;1.3;1.3.2.2;ETNC_4;;;;;v_28;200;
256;Fragen Mgt  qual und quant d;Management;;;;;7;25;22;55;25;;MM;v_96;v_30;2450;;Match MA;;;25;Machen Ihre Mitarbeitenden häufig Gebrauch davon, d.h. nutzen die sie die ‚offene Tür‘? ;;Nie;Sehr häufig;1;2;3;4;5;;;1.3;1.3.2.2;ETNC_5;;;;;;;;;Fragen Mgt  qual und quant e;;22;v_30;25;55;v_96;Do your employees use your open door frequently?;;;1.3;1.3.2.2;ETNC_5;;;;;v_30;220;
257;;;;;;;;26;;;;;;;;;;;;;26;Wie gehen Sie im Unternehmen mit Konflikten um? (Beschäftigte mit dem Vorgesetzten und Beschäftigte untereinander);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Fragen Mgt  qual und quant d;Management;;;;;7;27;45;56;27;;MM;v_98;v_53;2460;;Match MA;;;27;Haben Sie das Gefühl, dass in Ihrem Unternehmen offen mit Fehlern umgegangen wird? ;;Trifft überhaupt nicht zu;Trifft immer zu;1;2;3;4;5;;;1.1;1.1.4;ETFF_5;;;;;;;;;Fragen Mgt  qual und quant e;;45;v_53;27;56;v_98;Do you have the impression that people are able to admit failure in your company?;;;1.1;1.1.4;ETFF_5;;;;;v_53;450;
259;Fragen Mgt  qual und quant d;Management;;;Trust;;7;28;16;57;28;;MM;v_99;v_23;2470;;Match MA;;;28;Wie würden Sie den Umgangston in Ihrem Unternehmen beschreiben?;;Stark formell;Sehr locker;1;2;3;4;5;;;1.1;1.1.2;ETFR_1;;;;;;;;;Fragen Mgt  qual und quant e;Trust;16;v_23;28;57;v_99;How would you describe the ‚conversation sound‘ / the casual conversation within your company? ;;;1.1;1.1.2;ETFR_1;;;;;v_23;160;
260;Fragen Mgt  qual und quant d;Management;;;;;7;29;58;58;29;;MM;v_100;v_66;2480;;Match MA;;;29;Wie schätzen Sie das Verhältnis von formellen Aufgabenbeschreibungen und informellen Arbeitsroutinen ein?;;Stark formal;Stark formell;1;2;3;4;5;;;1.2;1.2.1;ETCV_1;;;;;;;;;Fragen Mgt  qual und quant e;;58;v_66;29;58;v_100;How do you estimate the relation between formal job-descriptions and informal working routines? ;;;1.2;1.2.1;ETCV_1;;;;;v_66;580;
261;Fragen Mgt  qual und quant d;Management;;;;;7;30;28;59;30;;MM;v_101;v_36;2490;;Match MA;;;30;Welche Bedeutung haben Improvisation und Flexibilität für die Aufrechterhaltung der Arbeitsabläufe?;;Sehr gering;Sehr hoch;1;2;3;4;5;;;1.4;1.4.2;ETDE_3;;;;;;;;;Fragen Mgt  qual und quant e;;28;v_36;30;59;v_101;What is the importance of improvisation and flexibility as regards to the continuance of working procedures? ;;;1.4;1.4.2;ETDE_3;;;;;v_36;280;
262;;;;;;;;31;;;;;;;;;;;;;31;Welche informellen Regeln gibt es in Ihrem Unternehmen? Welche informellen Regeln regeln die Zusammenarbeit zwischen Ihren Mitarbeitenden? Was ist bei Ihnen 'üblich'?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;;;;;;;;32;;;;;;;;;;;;;32;In welcher Form unterstützen sich Ihre Mitarbeitenden gegenseitig? Im Hinblick auf: Zeitdruck, Mehrarbeit und Überstunden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Fragen Mgt  qual und quant d;Management;;;ECU;;7;33;89;60;33;;MM;v_104;v_97;2500;;Match MA;;;33;Wie gehen Ihre Mitarbeitenden mit Zeitdruck um?;;Hoher Widerstand;Hoher Einsatz;1;2;3;4;5;;;2.2;2.2.2.1;EEOE_2;;;;;;;;;Fragen Mgt  qual und quant e;ECU;89;v_97;33;60;v_104;How do your employees handle time pressure? ;;;2.2;2.2.2.1;EEOE_2;;;;;v_97;900;
265;;;;;;;;34;;;;;;;;;;;;;34;Auf welche Art und Weise betreiben Sie Personalentwicklung und welche Weiterbildungsangebote gibt es?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;;;;;;;;35;;;;;;;;;;;;;35;Welche Kariere Chancen haben Ihre Mitarbeitenden in Ihrem Unternehmen und wie können Sie sie nutzen? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;;;;;;;;36;;;;;;;;;;;;;36;Wie sehen Sie Ihr Unternehmen in 10 Jahren? Würden Sie den Charakter anders beschreiben?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;1;74;61;1;;MM;v_110;v_82;2510;;Match MA;;;;We viele Jahre sind die Mitarbeitenden durchschnittlich in Ihrem Unternehmen?;; < 1 year; > 10 years; < 1 year; 1-3 years; 4-6 years; 7-10 years; > 10 years;;;2.1;2.1.1;EERA_1;;ECU / Kompetenzentfaltung;;;;;;;Fragen Mgt  qual und quant e;ECU ;74;v_82;1;61;v_110;How many years stay your employees with your company?;;;2.1;2.1.1;EERA_1;;ECU / Kompetenzentfaltung;;;v_82;750;
271;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;2;;62;2;;MM;v_111;;2520;;;;;;Wie war der Trend der durchnittlichen Mitarbeiterzugehörigkeit in den letzten 5 Jahren?;;Stark fallend;Stark steigend;Stark fallend;Leicht fallend;Gleichbleibend;Leicht steigend;Stark steigend;;;2.1;2.1.1;EERA_2;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;;;2;62;v_111;What has been the trend in average employee company membership over the last 5 years?;;;2.1;2.1.1;EERA_2;;;;;#N/A;#N/A;#N/A
272;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;3;75;63;3;;MM;v_112;v_83;2530;;Match MA;;;;Wieviel Prozent Ihrer Projekte schließen Ihre Mitarbeitenden erfolgreich ab?;; < 10 %; > 70 %; < 10 %; 10-30 %; 31-50 %; 51-70 %; > 70 %;;;2.3.;2.3.1;EEPP_1;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;75;v_83;3;63;v_112;What is the number of projects that are finalized in successfully in your company?;;;2.3.;2.3.1;EEPP_1;;;;;v_83;760;
273;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;4;;64;4;;MM;v_113;;2540;;;;;;Wie ist  die Produktivität pro Mitarbeitenden?;; < 50 €; > 400 €; < 50 €; 51-100 €;101-200 €;201-400 €; > 400 €;;;2.3;2.3.1;EEPP_4;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;;;4;64;v_113;What is the productivity per employee? (in 1000 €);;;2.3;2.3.1;EEPP_4;;;;;#N/A;#N/A;#N/A
274;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;5;;65;5;;MM;v_206;;2550;;;;;;Wie stark hat sich die Produktivitätszahl in den letzten 5 Jahren verändert?;;Stark fallend;Stark steigend;Stark fallend;Leicht fallend;Gleichbleibend;Leicht steigend;Stark steigend;;;2.3;2.3.1;EEPP_5;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;;;5;65;v_206;How much have the productivity numbers changed in the last 5 years?;;;2.3;2.3.1;EEPP_5;;;;;#N/A;#N/A;#N/A
275;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;6;78;66;6;;MM;v_114;v_84;2560;;Match MA;;;;Wieviel Verbesserungsvorschläge machen Ihre Mitarbeitenden im Jahr durchschnittlich? ;; < 0,5; >2; < 0,5; 0,6-1; 1,1-1,5; 1,6-2; >2;;;2.3.;2.3.1;EEPP_2;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;78;v_84;6;66;v_114;What is the number of improvement proposals of your employees on average per year? ;;;2.3.;2.3.1;EEPP_2;;;;;v_84;790;
276;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;7;79;67;7;;MM;v_115;v_87;2570;;Match MA;;;;Wie hoch ist die Anzahl der Patente  in den letzten 3 Jahren in Ihrem Unternehmen?;; < 1; > 6; < 1; 1-2; 3-4; 5-6; > 6;;;2.2.;2.2.2;EEOE_9;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;79;v_87;7;67;v_115;How high is the average number of patent applicationsof your company per year? ;;;2.2.;2.2.2;EEOE_9;;;;;v_87;800;
277;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;8;81;68;8;;MM;v_116;v_89;2580;;Match MA;;;;Wie viele neue Prozesse führen Sie durchschnittlich in Ihrem Unternehmen im Jahr ein?;; < 1; > 6; < 1; 1-3; 3-5; 5-7; > 7;;;2.2.;2.2.2;EEOE_10;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;81;v_89;8;68;v_116;How many new processes are implementated in average per year?;;;2.2.;2.2.2;EEOE_10;;;;;v_89;820;
278;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;9;85;69;9;;MM;v_117;v_93;2590;;Match MA;;;;Wie hoch ist der Anteil von internen zu externen Besetzungen von Managementpositionen?;; < 10 %; > 70 %; < 10 %; > 10 < 30 %; > 30 < 50 %; > 50 < 70 %; > 70 %;;;2.4;2.4.4;EESG_1;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;85;v_93;9;69;v_117;What is the share of internal recruitments for management positions? ;;;2.4;2.4.4;EESG_1;;;;;v_93;860;
279;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;10;86;70;10;;MM;v_118;v_94;2600;;Match MA;;;;Wie hoch ist der Anteil der regelmäßig als Projektmanager/in eingesetzten Mitarbeitenden?;; < 1 %; > 30 %; < 1 %; > 1 < 10 %; > 10 < 20 %; > 20 < 30 %; > 30 %;;;2.2;2.2.2.1;EEOE_3;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;86;v_94;10;70;v_118;Have often does your company choose employees for project management? ;;;2.2;2.2.2.1;EEOE_3;;;;;v_94;870;
280;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;11;87;71;11;;MM;v_119;v_95;2610;;Match MA;;;;Wie hoch ist der durchschnittliche Grad der Erfüllung von Zielvereinbarungen?;; < 50 %; > 80 %; < 50 %; 51-60 %; 61-70 %; 71-80 %; > 80 %;;;2.2;2.2.2.1;EEOE_4;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;87;v_95;11;71;v_119;How high is the average level of fulfillment in target agreements? ;;;2.2;2.2.2.1;EEOE_4;;;;;v_95;880;
281;Fragen Mgt  qual und quant d;Management;;;ECU ;;8;12;88;72;12;;MM;v_120;v_96;2620;;Match MA;;;;Wie hoch ist der Anteil an Zielvereinbarungen mit mehr als 100% Zielerreichungsgrad?;; < 10 %; > 60 %; < 10 %; 10-20 %; 21-40 %; 41-60 %; > 80 %;;;2.2;2.2.2.1;EEOE_5;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;88;v_96;12;72;v_120;How high is the proportion of target agreements with more than 100% target achievement?;;;2.2;2.2.2.1;EEOE_5;;;;;v_96;890;
282;Fragen Mgt  qual und quant d;Management;;;ECU ;;9;13;;73;13;;MM;v_121;;2630;;;;;;Wie viele Projekte zur kontinuierlichen Prozessverbesserung (KVP) sind in Ihrem Unternehmen installiert?;; < 1; > 6; < 1; 1-2; 3-4; 5-6; > 6;;;2.2.;2.2.2;EEOE_11;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;;;13;73;v_121;How many continuous process improvement (CIP) projects are installed in your company?;;;2.2.;2.2.2;EEOE_11;;;;;#N/A;#N/A;#N/A
283;Fragen Mgt  qual und quant d;Management;;;ECU ;;9;14;80;74;14;;MM;v_122;v_88;2640;;Match MA;;;;Wie hoch ist der Anteil der Mitarbeitenden, die aktiv am kontinuierlichen Verbesserungsprozessen mitarbeiten?;; < 10 %; > 60 %; < 10 %; 11-30 %; 31-50 %; 51-60 %; > 60 %;;;2.3.;2.3.1;EEPP_3;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;80;v_88;14;74;v_122;In how many projects for continuous improvement do your employees participate? ;;;2.3.;2.3.1;EEPP_3;;;;;v_88;810;
284;Fragen Mgt  qual und quant d;Management;;;ECU ;;9;15;110;75;15;;MM;v_123;v_120;2650;;Match MA;;;;Wie ist der durchschnitlliche Krankenstand in Ihrem Unternehmen in Tagen pro Person und Jahr?;; > 8; < 1; > 8; 6-7; 4-5; 1-3; < 1;;;2.2;2.2.2.1;EEOE_6;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;110;v_120;15;75;v_123;What is the average sickness rate in your company in days per person per year?;;;2.2;2.2.2.1;EEOE_6;;;;;v_120;1110;
285;Fragen Mgt  qual und quant d;Management;;;ECU ;;9;16;112;76;16;;MM;v_124;v_121;2660;;Match MA;;;;Wie häufig werden in Ihrem Unternehmen Mitarbeiterbefragungen durchgeführt?;; > 10 Jahre;Jedes Jahr; > 10 Jahre;Alle 10-8 Jahre;Alle 7-5 jahre; Alle 4-2 jahre;Jedes Jahr;;;2.4;2.4.3.2;EESI_3;;;;;;;;;Fragen Mgt  qual und quant e;ECU ;112;v_121;16;76;v_124;How often does your company execute employee satisfaction surveys? ;;;2.4;2.4.3.2;EESI_3;;;;;v_121;1130;
286;Fragen Mgt  qual und quant d;Management;;;Trust;;9;17;17;77;17;;MM;v_125;v_26;2670;;Match MA;;;;Wie schnell sind wichtige Informationen bei Ihren Mitarbeitenden? (Top to bottom);; > 6 Tage; < 1 Tag; > 6 Tage; 6-5 Tage; 4-3 Tage; 2-1 Tage; < 1 Tag;;;1.3;1.3.2.2;ETNC_6;;;;;;;;;Fragen Mgt  qual und quant e;Trust;17;v_26;17;77;v_125;How fast is important information on general decisions on the desk of your employees?  (Top to bottom);;;1.3;1.3.2.2;ETNC_6;;;;;v_26;170;
287;Fragen Mgt  qual und quant d;Management;;;Trust;;9;18;71;79;18;;MM;v_127;v_81;2680;;Match MA;;;;Wie häufig werden Feedbackgespräche zu Zielvereinbarungen geführt? ;;Alle 2 Jahre;Monatlich;Alle 2 jahre;Jährlich;Halb-jährlich;Quartals-weise;Monatlich;;;1.2;1.2.3;ETCA_2;;;;;;;;;Fragen Mgt  qual und quant e;Trust;71;v_81;18;79;v_127;How often  feedback meetings on target agreements are held? ;;;1.2;1.2.3;ETCA_2;;;;;v_81;720;
288;Fragen Mgt  qual und quant d;Management;;;Trust;;9;19;57;80;19;;MM;v_128;v_65;2690;;Match MA;;;;Gibt es in Ihrem Unternehmen Arbeitsplatzbeschreibungen?;;Keine;Auf allen Ebenen;Keine;Wenige;Viele;Auf fast allen Ebenen;Auf allen Ebenen;;;1.2;1.2.1;ETCV_2;;;;;;;;;Fragen Mgt  qual und quant e;Trust;57;v_65;19;80;v_128;Do you have job discriptions in your company? ;;;1.2;1.2.1;ETCV_2;;;;;v_65;570;
289;Fragen Mgt  qual und quant d;Management;;;Trust;;9;20;59;81;20;;MM;v_129;v_67;2700;;Match MA;;;;Wie häufig werden Ihre Mitarbeitenden über die wirtschaftlichen Kennzahlen des Unternehmens unterrichtet? ;;Jährlich;Täglich;Jährlich;Quartalsweise;Monatlich;Wöchentlich;Täglich;;;1.2;1.2.1;ETCV_3;;;;;;;;;Fragen Mgt  qual und quant e;Trust;59;v_67;20;81;v_129;How often your employees are informed about the company’s economic KPIs?;;;1.2;1.2.1;ETCV_3;;;;;v_67;590;
290;Fragen Mgt  qual und quant d;Management;;;Trust;;10;21;60;82;21;;MM;v_131;v_68;2710;;Match MA;;;;Welche Kennzahlen kommunizieren Sie regelmäßig?  Finanzkennzahlen;;;;;;;;;;;1.2;1.2.1;ETCV_4;;;;;;;;;Fragen Mgt  qual und quant e;Trust;60;v_68;21;82;v_131;Which key figures are your employees regularly informed about?  financial figures;;;1.2;1.2.1;ETCV_4;;;;;v_68;610;600
291;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;61;83;21;;MM;v_132;v_69;2720;;Match MA;;;;Produktivität / Auslastung;;;;;;;;;;;1.2;1.2.1;ETCV_5;;;;;;;;;Fragen Mgt  qual und quant e;Trust;61;v_69;21;83;v_132;productivity / utilization;;;1.2;1.2.1;ETCV_5;;;;;v_69;620;600
292;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;62;84;21;;MM;v_133;v_70;2730;;Match MA;;;;Fluktuation;;;;;;;;;;;1.2;1.2.1;ETCV_6;;;;;;;;;Fragen Mgt  qual und quant e;Trust;62;v_70;21;84;v_133;fluctuation rate;;;1.2;1.2.1;ETCV_6;;;;;v_70;630;600
293;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;63;85;21;;MM;v_134;v_71;2740;;Match MA;;;;Krankenstand;;;;;;;;;;;1.2;1.2.1;ETCV_7;;;;;;;;;Fragen Mgt  qual und quant e;Trust;63;v_71;21;85;v_134;sick leave;;;1.2;1.2.1;ETCV_7;;;;;v_71;640;600
294;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;64;86;21;;MM;v_135;v_72;2750;;Match MA;;;;Erfolgreich abgeschlossene Projekte;;;;;;;;;;;1.2;1.2.1;ETCV_8;;;;;;;;;Fragen Mgt  qual und quant e;Trust;64;v_72;21;86;v_135;succesful completed projects;;;1.2;1.2.1;ETCV_8;;;;;v_72;650;600
295;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;65;87;21;;MM;v_136;v_73;2760;;Match MA;;;;Anzahl von Reklamationen;;;;;;;;;;;1.2;1.2.1;ETCV_9;;;;;;;;;Fragen Mgt  qual und quant e;Trust;65;v_73;21;87;v_136;number of claims;;;1.2;1.2.1;ETCV_9;;;;;v_73;660;600
296;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;66;88;21;;MM;v_137;v_74;2770;;Match MA;;;;Lieferpünktlichkeit;;;;;;;;;;;1.2;1.2.1;ETCV_10;;;;;;;;;Fragen Mgt  qual und quant e;Trust;66;v_74;21;88;v_137;Ontime delivery;;;1.2;1.2.1;ETCV_10;;;;;v_74;670;600
297;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;67;89;21;;MM;v_138;v_75;2780;;Match MA;;;;Umsatz;;;;;;;;;;;1.2;1.2.1;ETCV_11;;;;;;;;;Fragen Mgt  qual und quant e;Trust;67;v_75;21;89;v_138;turnover;;;1.2;1.2.1;ETCV_11;;;;;v_75;680;600
298;Fragen Mgt  qual und quant d;Management;;;Trust;;10;;68;90;21;;MM;v_139;v_76;2790;;Match MA;;;;Kundenzufriedenheit;;;;;;;;;;;1.2;1.2.1;ETCV_12;;;;;;;;;Fragen Mgt  qual und quant e;Trust;68;v_76;21;90;v_139;customer satisfaction ;;;1.2;1.2.1;ETCV_12;;;;;v_76;690;600
299;Fragen Mgt  qual und quant d;Management;;;Trust;;11;22;52;91;22;;MM;v_130;v_61;2800;;Match MA;;;;Wie hoch ist die Arbeitsplatzsicherheit in Ihrem Unternehmen? Wieviel % der Belegschaft haben in den vergangenen 3 Jahren eine Kündigung erhalten?;;;;;;;;;;;1.1;1.1.1.2;ETFA_3;;;;;;;;;Fragen Mgt  qual und quant e;Trust;52;v_61;22;91;v_130;How high is the job security in your company?  How many layoffs took place in average in the last 3 years?;;;1.1;1.1.1.2;ETFA_3;;;;;v_61;520;
300;Fragen Mgt  qual und quant d;Management;;;Trust;;11;23;;93;23;;MM;v_147;v_62;2810;;Match MA;;;;Gibt es einen etablierten Prozess in Ihrem Unternehmen, der es Mitarbeitenden außerhalb der normalen Linie ermöglicht, Verletzungen ethischer Grundsätze aufzuzeigen? (Whistle blowing);;überhaupt nicht umgesetzt;komplett umgesetzt;Überhaupt nicht umgesetzt;Nicht umgesetzt;Geplant;Im Aufbau;Komplett umgesetzt;;;1.1;1.1.3.4;ETFC_1;;;;;;;;;Fragen Mgt  qual und quant e;Trust;52;v_62;23;93;v_147;Is there a process in your company outside the normal lines, which allows naming injuries of ethical principles?;;;1.1;1.1.3.4;ETFC_1;;;;;v_62;540;
301;Fragen Mgt  qual und quant d;Management;;;Trust;;11;24;;94;24;;MM;v_207;;2820;;;;;;Werden diese Prozesse genutzt?;;Nie;Immer;Nie;Selten;Manchmal;Häufig;Immer;;;1.1;1.1.3.4;ETFC_2;;;;;;;;;Fragen Mgt  qual und quant e;Trust;;;24;94;v_207;Do people use this processes?;;;1.1;1.1.3.4;ETFC_2;;;;;#N/A;#N/A;#N/A
302;Fragen Mgt  qual und quant d;Management;;;BE ;;12;1;;95;1;;MM;v_148;;2830;;;;;;Nach welchem Management-System arbeiten Sie?   TPM;;;;;;;;;;;;;;;Business Excellence;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;95;v_148;Nach welchem Management-System arbeiten Sie?   TPM;;;;;;;Business Excellence;;;#N/A;#N/A;#N/A
303;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;96;1;;MM;v_149;;2840;;;;;;TQM;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;96;v_149;TQM;;;;;;;;;;#N/A;#N/A;#N/A
304;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;97;1;;MM;v_150;;2850;;;;;;Lean Management;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;97;v_150;Lean Management;;;;;;;;;;#N/A;#N/A;#N/A
